exerciseId,exerciseName,category,primaryMuscles,equipment,resultType,status,confidence,moveKitSlug,moveKitTitle,moveKitUrl,moveKitPrimaryMuscles,moveKitSecondaryMuscles,moveKitEquipment,notes
walking-lunge-quad-focus,Выпады в ходьбе с акцентом на квадрицепс,strength,quads,Гантели или собственный вес,weight_reps,needs_manual_review,0.3,lunge-walking,Walking Lunge,https://movekit.com/exercises/lunge-walking,Glutes|Quadriceps,,Bodyweight,Possible candidates need visual/manual check: lunge-walking (0.67).
step-down,Спуск с платформы,strength,quads,Платформа,reps_only,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
sissy-squat,Сисси-приседания,strength,quads,Собственный вес или тренажер,reps_only,reusable_asset,0.55,barbell-squat,Barbell Squat,https://movekit.com/exercises/barbell-squat,Quadriceps,Glutes,Barbell,"Temporary fallback: close base movement exists, but loading/modifier differs."
weighted-sissy-squat,Сисси-приседания с весом,strength,quads,Блин или гантель,weight_reps,reusable_asset,0.55,barbell-squat,Barbell Squat,https://movekit.com/exercises/barbell-squat,Quadriceps,Glutes,Barbell,"Temporary fallback: close base movement exists, but loading/modifier differs."
cyclist-squat,Приседания велосипедиста,strength,quads,"Штанга или гантель, подставка под пятки",weight_reps,reusable_asset,0.55,barbell-squat,Barbell Squat,https://movekit.com/exercises/barbell-squat,Quadriceps,Glutes,Barbell,"Temporary fallback: close base movement exists, but loading/modifier differs."
pistol-squat,Приседания пистолетиком,strength,quads,Собственный вес,reps_only,reusable_asset,0.55,barbell-squat,Barbell Squat,https://movekit.com/exercises/barbell-squat,Quadriceps,Glutes,Barbell,"Temporary fallback: close base movement exists, but loading/modifier differs."
assisted-pistol-squat,Приседания пистолетиком с ассистом,strength,quads,Опора или петли,assisted_bodyweight,reusable_asset,0.55,barbell-squat,Barbell Squat,https://movekit.com/exercises/barbell-squat,Quadriceps,Glutes,Barbell,"Temporary fallback: close base movement exists, but loading/modifier differs."
wall-sit,Стульчик у стены,strength,quads,"Собственный вес, стена",duration_hold,exact_slug,1,wall-sit,Wall Sit,https://movekit.com/exercises/wall-sit,Quadriceps,,Bodyweight,Catalog id equals MoveKit slug.
spanish-squat-hold,Испанский присед удержание,strength,quads,Резинка или ремень,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
jump-squat,Прыжковые приседания,strength,quads,Собственный вес,reps_only,exact_alias_or_title,0.9,jump-squats,Jump Squats,https://movekit.com/exercises/jump-squats,Glutes|Quadriceps,,Bodyweight,Search alias/name equals MoveKit title or slug after normalization.
barbell-hip-thrust,Ягодичный мост со штангой,strength,glutes,"Штанга, скамья",weight_reps,reusable_asset,0.55,dumbbell-figure-four-heels-elevated-hip-thrust,Dumbbell Figure Four Heels Elevated Hip Thrust,https://movekit.com/exercises/dumbbell-figure-four-heels-elevated-hip-thrust,Glutes,,Dumbbell,"Temporary fallback: close base movement exists, but loading/modifier differs."
smith-machine-hip-thrust,Ягодичный мост в Смите,strength,glutes,"Тренажер Смита, скамья",weight_reps,reusable_asset,0.55,dumbbell-figure-four-heels-elevated-hip-thrust,Dumbbell Figure Four Heels Elevated Hip Thrust,https://movekit.com/exercises/dumbbell-figure-four-heels-elevated-hip-thrust,Glutes,,Dumbbell,"Temporary fallback: close base movement exists, but loading/modifier differs."
machine-hip-thrust,Ягодичный мост в тренажере,strength,glutes,Тренажер hip thrust,weight_reps,reusable_asset,0.55,dumbbell-figure-four-heels-elevated-hip-thrust,Dumbbell Figure Four Heels Elevated Hip Thrust,https://movekit.com/exercises/dumbbell-figure-four-heels-elevated-hip-thrust,Glutes,,Dumbbell,"Temporary fallback: close base movement exists, but loading/modifier differs."
barbell-glute-bridge,Ягодичный мостик со штангой с пола,strength,glutes,Штанга,weight_reps,reusable_asset,0.55,dumbbell-feet-elevated-glute-bridge,Dumbbell Feet Elevated Glute Bridge,https://movekit.com/exercises/dumbbell-feet-elevated-glute-bridge,Glutes,,Dumbbell,"Temporary fallback: close base movement exists, but loading/modifier differs."
glute-bridge,Ягодичный мостик,strength,glutes,Собственный вес,reps_only,reusable_asset,0.55,dumbbell-feet-elevated-glute-bridge,Dumbbell Feet Elevated Glute Bridge,https://movekit.com/exercises/dumbbell-feet-elevated-glute-bridge,Glutes,,Dumbbell,"Temporary fallback: close base movement exists, but loading/modifier differs."
single-leg-glute-bridge,Ягодичный мостик на одной ноге,strength,glutes,Собственный вес,reps_only,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
frog-pump,Фрог-памп,strength,glutes,Собственный вес или резинка,reps_only,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
cable-pull-through,Протяжка между ног в кроссовере,strength,glutes,"Кроссовер, канат",weight_reps,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
kettlebell-swing,Махи гирей,strength,glutes,Гиря,weight_reps,exact_slug,1,kettlebell-swing,Kettlebell Swing,https://movekit.com/exercises/kettlebell-swing,Glutes|Hamstrings,Core,Kettlebell,Catalog id equals MoveKit slug.
sumo-deadlift,Становая тяга сумо,strength,glutes,Штанга,weight_reps,reusable_asset,0.55,barbell-deadlift,Barbell Deadlift,https://movekit.com/exercises/barbell-deadlift,Trapezius|Core,Glutes,Barbell,"Temporary fallback: close base movement exists, but loading/modifier differs."
trap-bar-deadlift,Становая тяга с трэп-грифом,strength,glutes,Трэп-гриф,weight_reps,reusable_asset,0.55,barbell-deadlift,Barbell Deadlift,https://movekit.com/exercises/barbell-deadlift,Trapezius|Core,Glutes,Barbell,"Temporary fallback: close base movement exists, but loading/modifier differs."
romanian-deadlift-glute-focus,Румынская тяга с акцентом на ягодицы,strength,glutes,Штанга или гантели,weight_reps,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
single-leg-romanian-deadlift-glute-focus,Румынская тяга на одной ноге с акцентом на ягодицы,strength,glutes,Гантель или гиря,weight_reps,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
good-morning-glute-focus,Наклоны со штангой с акцентом на ягодицы,strength,glutes,Штанга,weight_reps,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
bulgarian-split-squat-glute-focus,Болгарские выпады с акцентом на ягодицы,strength,glutes,"Гантели, скамья",weight_reps,renamed_match,0.75,bulgarian-split-squat,Bulgarian Split Squat,https://movekit.com/exercises/bulgarian-split-squat,Glutes|Quadriceps,,Bodyweight,High token overlap (0.75) with provider naming.
reverse-lunge-glute-focus,Обратные выпады с акцентом на ягодицы,strength,glutes,Гантели или собственный вес,weight_reps,needs_manual_review,0.3,bodyweight-reverse-lunge,Bodyweight Reverse Lunge,https://movekit.com/exercises/bodyweight-reverse-lunge,Glutes|Quadriceps,Glutes|Quadriceps,Bodyweight,Possible candidates need visual/manual check: bodyweight-reverse-lunge (0.67).
step-up-glute-focus,Зашагивания с акцентом на ягодицы,strength,glutes,"Гантели, платформа",weight_reps,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
curtsy-lunge,Реверанс-выпады,strength,glutes,Гантели или собственный вес,weight_reps,reusable_asset,0.55,dumbbell-goblet-alternating-curtsy-lunge,Dumbbell Goblet Alternating Curtsy Lunge,https://movekit.com/exercises/dumbbell-goblet-alternating-curtsy-lunge,Glutes,Quadriceps,Dumbbell,"Temporary fallback: close base movement exists, but loading/modifier differs."
cable-glute-kickback,Отведение ноги назад в кроссовере,strength,glutes,"Кроссовер, манжета",weight_reps,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
machine-glute-kickback,Отведение ноги назад в тренажере,strength,glutes,Тренажер для ягодиц,weight_reps,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
donkey-kick,Мах ногой назад на четвереньках,strength,glutes,Собственный вес или резинка,reps_only,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
fire-hydrant,Пожарный гидрант,strength,glutes,Собственный вес или резинка,side_reps,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
hip-abduction-machine,Разведение ног в тренажере,strength,glutes,Тренажер разведение ног,weight_reps,renamed_match,0.75,bodyweight-hip-abduction,Bodyweight Hip Abduction,https://movekit.com/exercises/bodyweight-hip-abduction,Glutes,,Bodyweight,"Same normalized tokens, different word order or provider naming."
banded-lateral-walk,Боковая ходьба с резинкой,strength,glutes,Резинка,distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
clamshell,Ракушка,strength,glutes,Резинка или собственный вес,side_reps,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
cable-hip-abduction,Отведение ноги в сторону в кроссовере,strength,glutes,"Кроссовер, манжета",weight_reps,reusable_asset,0.55,band-hip-abduction,Band Hip Abduction,https://movekit.com/exercises/band-hip-abduction,Glutes,,Band,"Temporary fallback: close base movement exists, but loading/modifier differs."
forty-five-degree-hyperextension-glute-focus,Гиперэкстензия 45 градусов с акцентом на ягодицы,strength,glutes,Римский стул 45 градусов,weight_reps,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
sled-push-glute-focus,Толкание саней с акцентом на ягодицы,strength,glutes,Сани,distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
romanian-deadlift,Румынская тяга,strength,legs,Штанга или гантели,weight_reps,reusable_asset,0.55,band-romanian-deadlift,Band Romanian Deadlift,https://movekit.com/exercises/band-romanian-deadlift,Glutes|Hamstrings,Core,Band,"Temporary fallback: close base movement exists, but loading/modifier differs."
dumbbell-romanian-deadlift,Румынская тяга с гантелями,strength,legs,Гантели,weight_reps,reusable_asset,0.55,band-romanian-deadlift,Band Romanian Deadlift,https://movekit.com/exercises/band-romanian-deadlift,Glutes|Hamstrings,Core,Band,"Temporary fallback: close base movement exists, but loading/modifier differs."
single-leg-romanian-deadlift,Румынская тяга на одной ноге,strength,legs,Гантель или гиря,weight_reps,reusable_asset,0.55,band-romanian-deadlift,Band Romanian Deadlift,https://movekit.com/exercises/band-romanian-deadlift,Glutes|Hamstrings,Core,Band,"Temporary fallback: close base movement exists, but loading/modifier differs."
stiff-leg-deadlift,Тяга на прямых ногах,strength,legs,Штанга,weight_reps,reusable_asset,0.55,barbell-deadlift,Barbell Deadlift,https://movekit.com/exercises/barbell-deadlift,Trapezius|Core,Glutes,Barbell,"Temporary fallback: close base movement exists, but loading/modifier differs."
good-morning,Наклоны со штангой,strength,legs,Штанга,weight_reps,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
lying-leg-curl,Сгибание ног лежа,strength,legs,Тренажер сгибание ног,weight_reps,reusable_asset,0.55,band-curl,Band Curl,https://movekit.com/exercises/band-curl,Biceps,,Band,"Temporary fallback: close base movement exists, but loading/modifier differs."
seated-leg-curl,Сгибание ног сидя,strength,legs,Тренажер сгибание ног сидя,weight_reps,reusable_asset,0.55,band-curl,Band Curl,https://movekit.com/exercises/band-curl,Biceps,,Band,"Temporary fallback: close base movement exists, but loading/modifier differs."
standing-leg-curl,Сгибание ноги стоя,strength,legs,Тренажер сгибание ног стоя,weight_reps,reusable_asset,0.55,band-curl,Band Curl,https://movekit.com/exercises/band-curl,Biceps,,Band,"Temporary fallback: close base movement exists, but loading/modifier differs."
single-leg-curl,Сгибание одной ноги в тренажере,strength,legs,Тренажер сгибание ног,weight_reps,reusable_asset,0.55,band-curl,Band Curl,https://movekit.com/exercises/band-curl,Biceps,,Band,"Temporary fallback: close base movement exists, but loading/modifier differs."
nordic-hamstring-curl,Скандинавские сгибания,strength,legs,"Собственный вес, фиксация стоп",assisted_bodyweight,reusable_asset,0.55,band-curl,Band Curl,https://movekit.com/exercises/band-curl,Biceps,,Band,"Temporary fallback: close base movement exists, but loading/modifier differs."
glute-ham-raise,Подъем корпуса в GHD,strength,legs,GHD-тренажер,reps_only,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
standing-calf-raise,Подъемы на носки стоя,strength,legs,Тренажер или гантели,weight_reps,reusable_asset,0.55,kettlebell-calf-raise,Kettlebell Calf Raise,https://movekit.com/exercises/kettlebell-calf-raise,Calves,,Kettlebell,"Temporary fallback: close base movement exists, but loading/modifier differs."
seated-calf-raise,Подъемы на носки сидя,strength,legs,Тренажер для икр сидя,weight_reps,reusable_asset,0.55,kettlebell-calf-raise,Kettlebell Calf Raise,https://movekit.com/exercises/kettlebell-calf-raise,Calves,,Kettlebell,"Temporary fallback: close base movement exists, but loading/modifier differs."
leg-press-calf-raise,Подъемы на носки в жиме ногами,strength,legs,Тренажер жим ногами,weight_reps,reusable_asset,0.55,kettlebell-calf-raise,Kettlebell Calf Raise,https://movekit.com/exercises/kettlebell-calf-raise,Calves,,Kettlebell,"Temporary fallback: close base movement exists, but loading/modifier differs."
single-leg-calf-raise,Подъем на носок одной ногой,strength,legs,Собственный вес или гантель,reps_only,reusable_asset,0.55,dumbbell-single-leg-calf-raise,Dumbbell Single Leg Calf Raise,https://movekit.com/exercises/dumbbell-single-leg-calf-raise,Calves,,Dumbbell,"Temporary fallback: close base movement exists, but loading/modifier differs."
tibialis-raise,Подъем носков на переднюю большеберцовую,strength,legs,Собственный вес или тренажер,reps_only,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
hip-adduction-machine,Сведение ног в тренажере,strength,legs,Тренажер сведение ног,weight_reps,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
sumo-squat,Сумо-присед,strength,legs,"Гантель, гиря или штанга",weight_reps,reusable_asset,0.55,barbell-squat,Barbell Squat,https://movekit.com/exercises/barbell-squat,Quadriceps,Glutes,Barbell,"Temporary fallback: close base movement exists, but loading/modifier differs."
lateral-lunge,Боковые выпады,strength,legs,Гантели или собственный вес,weight_reps,reusable_asset,0.55,bodyweight-alternating-lateral-lunge,Bodyweight Alternating Lateral Lunge,https://movekit.com/exercises/bodyweight-alternating-lateral-lunge,Glutes|Quadriceps,,Bodyweight,"Temporary fallback: close base movement exists, but loading/modifier differs."
cossack-squat,Казачьи приседания,strength,legs,Собственный вес,reps_only,reusable_asset,0.55,barbell-squat,Barbell Squat,https://movekit.com/exercises/barbell-squat,Quadriceps,Glutes,Barbell,"Temporary fallback: close base movement exists, but loading/modifier differs."
forward-lunge,Выпады вперед,strength,legs,Гантели или собственный вес,weight_reps,exact_slug,1,forward-lunge,Forward Lunge,https://movekit.com/exercises/forward-lunge,Glutes|Quadriceps,,Bodyweight,Catalog id equals MoveKit slug.
reverse-lunge,Обратные выпады,strength,legs,Гантели или собственный вес,weight_reps,renamed_match,0.75,bodyweight-reverse-lunge,Bodyweight Reverse Lunge,https://movekit.com/exercises/bodyweight-reverse-lunge,Glutes|Quadriceps,Glutes|Quadriceps,Bodyweight,"Same normalized tokens, different word order or provider naming."
walking-lunge,Выпады в ходьбе,strength,legs,Гантели или собственный вес,weight_reps,exact_alias_or_title,0.9,lunge-walking,Walking Lunge,https://movekit.com/exercises/lunge-walking,Glutes|Quadriceps,,Bodyweight,Search alias/name equals MoveKit title or slug after normalization.
step-up,Зашагивания на платформу,strength,legs,"Гантели, платформа",weight_reps,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
box-jump,Прыжки на тумбу,strength,legs,Тумба,reps_only,exact_slug,1,box-jump,Box Jump,https://movekit.com/exercises/box-jump,Glutes|Quadriceps,,Bodyweight,Catalog id equals MoveKit slug.
broad-jump,Прыжок в длину с места,strength,legs,Собственный вес,reps_only,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
lateral-bound,Боковые прыжки,strength,legs,Собственный вес,side_reps,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
sled-drag,Тяга саней назад,strength,legs,Сани,distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
sled-pull,Тяга саней за собой,strength,legs,"Сани, ремень",distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
walking-calf-raise,Подъемы на носки в ходьбе,strength,legs,Собственный вес или гантели,distance_time,reusable_asset,0.55,kettlebell-calf-raise,Kettlebell Calf Raise,https://movekit.com/exercises/kettlebell-calf-raise,Calves,,Kettlebell,"Temporary fallback: close base movement exists, but loading/modifier differs."
stepmill-strength,Подъем по лестнице с отягощением,strength,legs,"Степпер или лестница, гантели",distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
treadmill-run,Бег на дорожке,cardio,legs,Беговая дорожка,distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
outdoor-run,Бег на улице,cardio,legs,Собственный вес,distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
easy-walk,Ходьба,cardio,legs,Собственный вес,distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
incline-treadmill-walk,Ходьба на дорожке под наклоном,cardio,glutes,Беговая дорожка,distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
stair-climber,Степпер,cardio,legs,Степпер,distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
elliptical,Эллиптический тренажер,cardio,legs,Эллиптический тренажер,distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
exercise-bike,Велотренажер,cardio,quads,Велотренажер,distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
spin-bike,Сайкл,cardio,quads,Сайкл-велосипед,distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
outdoor-cycling,Велосипед на улице,cardio,quads,Велосипед,distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
rowing-machine,Гребной тренажер,cardio,back,Гребной тренажер,distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
ski-erg,SkiErg,cardio,shoulders,SkiErg,distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
air-bike,Air bike,cardio,legs,Air bike,cardio_extended,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
assault-runner,Механическая беговая дорожка,cardio,legs,Механическая дорожка,distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
jump-rope,Скакалка,cardio,legs,Скакалка,cardio_extended,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
battle-ropes,Канаты,cardio,shoulders,Канаты,cardio_extended,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
burpee,Берпи,cardio,chest,Собственный вес,reps_only,exact_slug,1,burpee,Burpee,https://movekit.com/exercises/burpee,Core|Chest,Quadriceps,Bodyweight,Catalog id equals MoveKit slug.
mountain-climber,Скалолаз,cardio,shoulders,Собственный вес,duration_hold,exact_slug,1,mountain-climber,Mountain Climber,https://movekit.com/exercises/mountain-climber,Core,,Bodyweight,Catalog id equals MoveKit slug.
high-knees,Бег с высоким подниманием колен,cardio,legs,Собственный вес,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
jumping-jacks,Джампинг джек,cardio,legs,Собственный вес,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
shadow-boxing,Бой с тенью,cardio,shoulders,Собственный вес,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
swimming,Плавание,cardio,shoulders,Бассейн,distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
sled-push-cardio,Толкание саней,cardio,quads,Сани,distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
sled-pull-cardio,Тяга саней,cardio,legs,Сани,distance_time,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
step-aerobics,Степ-аэробика,cardio,legs,Степ-платформа,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
hiit-bodyweight,HIIT с собственным весом,cardio,legs,Собственный вес,completion_only,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
rowing-intervals,Интервалы на гребном тренажере,cardio,back,Гребной тренажер,cardio_extended,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
shoulder-circles,Круги плечами,mobility,shoulders,Собственный вес,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
band-shoulder-dislocates,Провороты плеч с резинкой,mobility,shoulders,Резинка или палка,reps_only,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
scapular-wall-slide,Скольжение лопатками у стены,mobility,shoulders,Стена,reps_only,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
band-pull-apart,Разведение резинки перед собой,mobility,shoulders,Резинка,reps_only,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
doorway-chest-stretch,Растяжка груди в дверном проеме,mobility,chest,Дверной проем,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
pec-minor-stretch,Растяжка малой грудной мышцы,mobility,chest,Стена или стойка,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
lat-stretch,Растяжка широчайших,mobility,back,Опора,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
child-pose-lat-stretch,Поза ребенка с вытяжением широчайших,mobility,back,Коврик,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
cat-cow,Кошка-корова,mobility,back,Коврик,reps_only,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
thoracic-rotation,Грудная ротация лежа на боку,mobility,back,Коврик,side_reps,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
thread-the-needle,Нитка в иголку,mobility,back,Коврик,side_reps,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
worlds-greatest-stretch,Самая большая растяжка,mobility,legs,Коврик,completion_only,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
hip-flexor-stretch,Растяжка сгибателей бедра,mobility,quads,Коврик,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
standing-quad-stretch,Растяжка квадрицепса стоя,mobility,quads,Собственный вес,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
couch-stretch,Растяжка квадрицепса у стены,mobility,quads,Стена или скамья,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
hamstring-stretch,Растяжка задней поверхности бедра,mobility,legs,Коврик,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
calf-stretch,Растяжка икроножных у стены,mobility,legs,Стена,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
ankle-mobility-rocks,Мобилизация голеностопа у стены,mobility,legs,Стена,side_reps,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
pigeon-pose,Поза голубя,mobility,glutes,Коврик,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
figure-four-stretch,Растяжка ягодиц четверка,mobility,glutes,Коврик,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
ninety-ninety-hip-switch,Переходы 90/90 тазобедренных,mobility,glutes,Коврик,side_reps,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
deep-squat-hold,Глубокий присед удержание,mobility,quads,Собственный вес,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
biceps-wall-stretch,Растяжка бицепса у стены,mobility,biceps,Стена,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
triceps-overhead-stretch,Растяжка трицепса над головой,mobility,triceps,Собственный вес,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
dead-hang-mobility,Вис на турнике для мобилити,mobility,back,Турник,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
prone-cobra-hold,Кобра лежа удержание,mobility,back,Коврик,duration_hold,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
shoulder-external-rotation-band,Внешняя ротация плеча с резинкой,mobility,shoulders,Резинка,reps_only,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
shoulder-internal-rotation-band,Внутренняя ротация плеча с резинкой,mobility,shoulders,Резинка,reps_only,not_found,0,,,,,,,"No close public MoveKit page found by slug, alias, title, or token overlap."
